seqnames	strand	TSS	TES	NOV_TX_ID	C6_dRNA	C6_dcDNA_12h	C6_dcDNA_1h	C6_dcDNA_2h	C6_dcDNA_4h	C6_dcDNA_6h	C6_dcDNA_8h	NRK_dcDNA_12h	NRK_dcDNA_1h	NRK_dcDNA_2h	NRK_dcDNA_4h	NRK_dcDNA_6h	NRK_dcDNA_8h	PC_12_dRNA	PC_12_dcDNA_0.5h	PC_12_dcDNA_1.5h	PC_12_dcDNA_12h	PC_12_dcDNA_1h	PC_12_dcDNA_2.5h	PC_12_dcDNA_2h	PC_12_dcDNA_4h	PC_12_dcDNA_6h	PC_12_dcDNA_8h	PK_15_dRNA	PK_15_dcDNA_12h	PK_15_dcDNA_1h	PK_15_dcDNA_2h	PK_15_dcDNA_4h	PK_15_dcDNA_6h	PK_15_dcDNA_8h
LT934125.1	-	56304	55270	NOV_TX_4003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	1	0	0	0
LT934125.1	-	56409	55270	NOV_TX_4009	0	105	0	0	0	2	0	0	0	0	1	6	0	3	0	0	0	0	0	2	2	0	0	12	0	0	0	2	22	0
LT934125.1	-	56492	55270	NOV_TX_4015	0	0	0	0	1	0	0	2	0	0	0	0	2	2	0	0	5	0	0	0	0	0	1	4	0	0	0	0	0	0
LT934125.1	-	56709	55270	NOV_TX_4026	0	48	0	0	1	3	4	42	0	0	0	1	7	2	0	0	18	0	0	0	0	3	5	9	54	0	0	1	10	18
LT934125.1	-	56850	55270	NOV_TX_4033	0	30	0	0	0	0	3	3	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	4	6	0	0	0	0	5
LT934125.1	-	56946	55270	NOV_TX_4042	2	1154	1	3	15	71	105	903	0	0	10	28	128	12	0	0	481	0	1	4	43	111	134	37	1935	1	9	38	246	843
LT934125.1	-	56946	55639	NOV_TX_4040	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	12	0	0	0	2	3
LT934125.1	-	57030	55270	NOV_TX_4045	0	32	0	0	0	0	0	6	0	0	0	0	4	0	0	0	11	0	0	0	0	4	0	1	11	0	0	0	2	8
LT934125.1	-	57045	55270	NOV_TX_4046	0	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
LT934125.1	-	57141	55270	NOV_TX_4052	0	0	0	0	0	0	1	3	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	2
LT934125.1	-	57154	55270	NOV_TX_4053	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
LT934125.1	-	57310	55270	NOV_TX_4058	0	3	0	0	0	0	0	5	0	0	0	0	2	0	0	0	2	0	0	0	0	2	1	0	0	0	1	0	2	0
LT934125.1	-	57594	55270	NOV_TX_4064	0	1	0	0	0	0	2	3	0	0	0	0	0	1	0	0	3	0	0	0	1	1	1	2	0	0	0	0	2	1
LT934125.1	-	57981	55270	NOV_TX_4074	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1
LT934125.1	-	58299	55270	NOV_TX_4081	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0
LT934125.1	-	58570	55270	NOV_TX_4085	1	138	0	0	3	11	11	54	0	0	2	5	16	10	0	0	23	0	0	0	2	7	6	43	179	0	1	3	42	143
LT934125.1	-	58570	56318	NOV_TX_4083	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	3
LT934125.1	-	63282	63161	NOV_TX_4107	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
LT934125.1	-	63310	63159	NOV_TX_4116	0	0	0	0	0	0	1036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11706	0	0	0	2671	0
LT934125.1	-	63310	63164	NOV_TX_4113	0	0	0	0	17	0	0	189	0	0	0	0	23	0	0	0	7288	0	0	0	0	1124	0	0	0	0	0	0	0	4818
LT934125.1	-	63420	63159	NOV_TX_4129	0	0	0	0	0	0	7066	0	0	0	0	0	0	0	0	0	0	0	0	0	2339	0	0	0	187154	0	0	4263	40459	0
LT934125.1	-	63420	63161	NOV_TX_4125	41	0	0	0	0	0	0	0	1	10	0	0	0	76	0	13	0	0	115	0	0	0	0	953	0	0	0	0	0	0
LT934125.1	-	63420	63164	NOV_TX_4126	0	11686	0	0	266	2777	0	27816	0	0	168	1681	2365	0	0	0	66606	0	0	0	0	11065	10848	0	0	0	1252	0	0	68408
LT934125.1	-	63498	63159	NOV_TX_4135	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	48	0	0	1	6	0
LT934125.1	-	63748	63164	NOV_TX_4141	0	5	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0
LT934125.1	-	63846	63164	NOV_TX_4146	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0
LT934125.1	-	64127	63161	NOV_TX_4155	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
LT934125.1	-	64127	63164	NOV_TX_4154	0	45	0	0	1	3	0	97	0	0	0	1	12	0	0	0	191	0	0	0	0	18	24	0	0	0	1	0	0	84
LT934125.1	-	64268	64133	NOV_TX_4161	0	96	0	0	1	6	24	9	0	0	0	1	3	0	0	0	119	0	0	1	10	43	42	0	84	0	1	4	28	56
LT934125.1	-	64341	64138	NOV_TX_4167	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
LT934125.1	-	64368	64133	NOV_TX_4169	0	0	0	2	1	1	4	3	0	0	1	1	0	0	0	0	140	0	0	0	12	6	4	0	347	0	1	11	146	237
LT934125.1	-	64368	64138	NOV_TX_4170	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
LT934125.1	-	64464	64138	NOV_TX_4176	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	11	0	0	0	0	0	0
LT934125.1	-	64522	64138	NOV_TX_4179	3	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	3	0	0	0	0	30	0	0	0	0	0	0
LT934125.1	-	64624	64133	NOV_TX_4185	0	34	0	1	0	1	4	0	0	0	0	1	5	0	0	0	53	0	0	1	2	0	53	0	0	0	0	14	20	21
LT934125.1	-	64624	64138	NOV_TX_4184	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
LT934125.1	-	64638	64133	NOV_TX_4187	0	0	0	1	0	3	22	0	0	0	5	11	24	0	0	0	120	0	0	0	10	0	0	0	217	0	2	0	51	80
LT934125.1	-	64730	64138	NOV_TX_4193	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	6	0	0	0	0	0	0
LT934125.1	-	64785	64133	NOV_TX_4195	0	35	0	0	0	0	11	0	0	0	1	6	11	0	0	0	54	0	0	0	0	0	21	0	58	0	0	8	16	26
LT934125.1	-	64864	64133	NOV_TX_4200	0	17	0	0	0	0	1	7	0	0	0	6	10	0	0	0	4	0	0	0	0	3	1	0	10	0	0	0	2	2
LT934125.1	-	64966	64133	NOV_TX_4210	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0
LT934125.1	-	65078	64133	NOV_TX_4214	0	7	0	0	1	1	0	32	0	0	1	1	1	0	0	0	13	0	0	0	2	7	5	0	16	0	0	0	6	6
LT934125.1	-	65624	64133	NOV_TX_4239	0	12	0	0	0	4	12	3	0	0	0	0	0	0	0	0	15	0	0	0	0	0	4	0	26	0	0	1	5	10
LT934125.1	-	65752	63159	NOV_TX_4248	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	3	0
LT934125.1	-	65752	64133	NOV_TX_4249	0	518	6	4	13	53	126	373	0	0	14	36	76	0	0	0	457	2	0	7	50	134	153	0	748	0	16	55	277	423
LT934125.1	-	65842	64133	NOV_TX_4251	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
LT934125.1	-	65880	64133	NOV_TX_4252	0	8	0	0	0	1	2	1	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	12	0	0	0	1	2
LT934125.1	-	70448	70190	NOV_TX_4265	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	6	1
LT934125.1	-	71648	71549	NOV_TX_4268	0	26	0	0	0	0	11	2	0	0	0	1	1	0	0	0	24	0	0	0	0	8	7	0	18	0	0	0	3	16
LT934125.1	-	71678	71549	NOV_TX_4269	0	13	0	0	0	2	2	0	0	0	0	0	0	1	0	0	14	0	0	0	1	4	9	0	7	0	0	0	4	17
LT934125.1	-	71775	71549	NOV_TX_4272	0	32	0	0	0	2	12	23	0	0	1	1	0	0	0	0	59	0	0	1	0	0	12	1	34	0	1	2	28	46
LT934125.1	-	71811	71549	NOV_TX_4274	0	28	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	3	0	0	0	3	4
LT934125.1	-	71826	71549	NOV_TX_4275	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	5	0	0	0	0	2	3	0	4	0	0	2	1	6
LT934125.1	-	71960	71549	NOV_TX_4278	0	9	0	0	0	0	0	0	0	0	0	2	0	1	0	0	13	0	0	0	0	0	3	0	12	0	0	16	6	9
LT934125.1	-	71979	71549	NOV_TX_4279	0	0	0	0	0	0	11	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	72006	71549	NOV_TX_4280	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1	1
LT934125.1	-	72073	71549	NOV_TX_4284	0	8	0	0	0	0	5	24	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1
LT934125.1	-	72298	71549	NOV_TX_4290	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	13
LT934125.1	-	72979	71549	NOV_TX_4311	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0
LT934125.1	-	73108	71549	NOV_TX_4315	0	16	0	0	1	1	5	17	0	0	0	0	7	0	0	0	6	0	0	0	2	2	7	1	11	0	0	0	5	19
LT934125.1	-	73230	71549	NOV_TX_4318	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
LT934125.1	-	74345	71549	NOV_TX_4326	0	12	0	0	1	2	5	8	0	0	1	0	8	0	0	0	13	0	0	0	0	2	1	0	21	0	0	2	20	56
LT934125.1	-	75603	71549	NOV_TX_4328	0	3	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	1	12
LT934125.1	-	76021	75652	NOV_TX_4331	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	76859	71549	NOV_TX_4340	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3
LT934125.1	-	76859	75637	NOV_TX_4342	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	0	0	0	0	0	2	0
LT934125.1	-	76859	75652	NOV_TX_4341	0	10	0	0	0	0	0	11	0	0	0	2	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	8
LT934125.1	-	80491	80352	NOV_TX_4347	7	3580	2	1	0	72	652	0	0	2	3	63	0	12	0	0	0	1	1	3	52	367	546	57	8229	1	38	0	1197	3290
LT934125.1	-	80514	80352	NOV_TX_4348	0	0	0	0	5	0	0	753	0	0	0	0	0	0	0	0	3596	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	80586	80352	NOV_TX_4350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	17	0	0	0
LT934125.1	-	80818	80352	NOV_TX_4357	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	1878	0	0	0	0	0
LT934125.1	-	80835	80352	NOV_TX_4358	10	621	2	0	2	29	0	0	0	0	0	0	60	25	1	3	0	1	0	1	21	0	0	117	0	0	12	0	281	643
LT934125.1	-	81051	80352	NOV_TX_4365	5	0	0	4	0	0	0	0	0	0	4	12	0	18	0	0	0	0	0	2	0	0	0	97	0	0	14	0	0	0
LT934125.1	-	81088	80352	NOV_TX_4366	4	193	0	0	0	0	138	0	0	0	1	5	0	17	0	0	195	0	0	0	0	91	0	68	0	0	0	0	0	0
LT934125.1	-	81475	80352	NOV_TX_4378	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	1	0	0	0
LT934125.1	-	81611	80352	NOV_TX_4382	1	24	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	2	1	28	183	0	1	2	5	106
LT934125.1	-	81652	80352	NOV_TX_4383	0	43	1	0	0	4	11	20	0	0	0	0	1	3	0	0	19	0	0	0	0	4	3	14	78	0	1	1	6	14
LT934125.1	-	81743	80352	NOV_TX_4386	8	1168	0	1	3	27	164	237	0	0	1	3	36	12	0	0	506	0	2	1	20	83	69	136	2102	0	7	84	274	468
LT934125.1	-	81897	80352	NOV_TX_4390	4	78	1	3	1	19	18	75	0	0	8	0	0	4	0	1	34	0	0	4	3	25	15	23	57	0	0	8	44	96
LT934125.1	-	82026	80352	NOV_TX_4391	1	16	0	0	0	1	0	12	0	0	0	1	1	0	0	0	7	0	0	1	1	3	2	1	32	0	0	0	2	7
LT934125.1	-	82326	80352	NOV_TX_4399	0	0	0	1	0	2	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
LT934125.1	-	83205	80352	NOV_TX_4407	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	1
LT934125.1	-	83954	80352	NOV_TX_4412	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
LT934125.1	-	86315	86133	NOV_TX_4417	0	34	0	0	0	0	15	42	0	0	0	1	0	0	0	0	29	0	0	0	2	9	11	0	19	0	0	4	14	25
LT934125.1	-	86356	86130	NOV_TX_4419	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
LT934125.1	-	86520	86130	NOV_TX_4430	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
LT934125.1	-	86520	86133	NOV_TX_4431	0	50	0	0	0	2	0	137	0	0	1	0	14	0	0	0	271	0	0	0	2	0	0	0	0	0	2	0	0	0
LT934125.1	-	86582	86130	NOV_TX_4433	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
LT934125.1	-	86745	86133	NOV_TX_4443	0	0	0	0	0	2	0	0	0	0	0	0	10	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0
LT934125.1	-	86986	86133	NOV_TX_4452	0	14	0	0	0	2	6	11	0	0	0	0	5	0	0	0	4	0	0	0	1	4	2	0	12	0	0	0	4	9
LT934125.1	-	87031	86133	NOV_TX_4454	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	1	0	0	1	0	0
LT934125.1	-	87212	86133	NOV_TX_4464	0	38	0	0	0	1	5	16	0	0	0	5	4	0	0	0	10	0	0	0	0	9	5	0	3	0	0	1	9	18
LT934125.1	-	87250	86133	NOV_TX_4468	0	31	0	0	0	1	6	15	0	0	0	3	2	0	0	0	10	0	0	0	0	6	2	0	7	0	0	2	2	5
LT934125.1	-	87383	86133	NOV_TX_4475	0	3	0	0	0	2	0	2	0	0	0	0	1	0	0	0	2	0	0	0	1	1	0	0	1	0	0	0	0	0
LT934125.1	-	87447	86133	NOV_TX_4478	0	74	0	0	0	8	16	39	0	0	0	6	10	0	0	0	22	0	0	0	7	19	11	0	12	0	0	9	17	25
LT934125.1	-	87525	86133	NOV_TX_4481	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	2
LT934125.1	-	87556	86133	NOV_TX_4482	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
LT934125.1	-	89628	86133	NOV_TX_4526	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	92154	92069	NOV_TX_4535	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0
LT934125.1	-	92196	92069	NOV_TX_4537	4	0	1	0	0	30	0	0	0	0	1	5	12	9	0	0	0	2	0	4	25	0	0	36	1320	0	7	44	0	762
LT934125.1	-	92221	92069	NOV_TX_4538	2	1272	0	1	0	0	0	132	0	0	1	14	9	13	0	1	1163	0	1	0	21	0	269	44	0	0	7	28	313	0
LT934125.1	-	92272	92069	NOV_TX_4540	5	320	0	0	4	6	82	57	0	0	1	7	19	14	0	0	377	1	0	3	0	62	88	65	363	0	5	15	77	184
LT934125.1	-	92343	92069	NOV_TX_4542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	1401	0	0	0	299	0
LT934125.1	-	92368	92069	NOV_TX_4543	6	572	2	0	5	19	115	305	1	1	13	67	60	27	0	1	1163	1	5	1	0	149	259	110	0	1	16	48	0	642
LT934125.1	-	92444	92069	NOV_TX_4545	0	0	0	0	0	0	0	1019	0	0	0	0	0	0	0	0	0	0	0	0	0	224	296	0	0	0	21	0	0	0
LT934125.1	-	92478	92069	NOV_TX_4546	11	119	0	0	1	6	0	0	0	1	3	24	0	28	0	0	284	1	0	1	0	0	0	127	0	1	0	0	0	0
LT934125.1	-	92564	92069	NOV_TX_4548	1	308	1	1	1	6	166	0	0	0	4	21	0	15	0	0	0	0	0	0	0	15	0	26	1298	0	1	0	0	899
LT934125.1	-	92594	92069	NOV_TX_4549	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0
LT934125.1	-	92828	92069	NOV_TX_4557	8	0	0	0	3	11	53	0	0	0	0	0	0	19	0	1	326	1	0	2	0	75	47	69	0	0	7	0	129	248
LT934125.1	-	92846	92069	NOV_TX_4559	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	21	0	0	0	663	0	0	20	0	0
LT934125.1	-	92933	86133	NOV_TX_4562	0	1	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
LT934125.1	-	92933	92069	NOV_TX_4561	40	5341	4	5	39	270	730	3477	0	2	64	347	648	57	0	1	5243	0	3	1	129	763	812	355	11717	1	60	181	1337	4091
LT934125.1	-	93079	92069	NOV_TX_4565	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0
LT934125.1	-	93126	92069	NOV_TX_4568	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	62	0	0	0	0	0	0	4	68	0	2	0	0	39
LT934125.1	-	93229	92069	NOV_TX_4572	7	72	0	1	0	9	39	68	0	1	1	10	10	30	0	0	0	1	0	1	10	6	0	92	31	0	0	8	60	113
LT934125.1	-	93265	92069	NOV_TX_4573	15	0	0	0	0	0	0	0	0	0	0	0	12	49	0	0	0	0	2	1	0	33	26	159	127	0	1	3	0	0
LT934125.1	-	93394	92069	NOV_TX_4578	2	9	0	0	0	2	15	7	0	0	1	2	0	14	0	0	11	0	0	0	0	0	0	20	7	0	0	0	7	0
LT934125.1	-	93459	92069	NOV_TX_4582	2	139	0	0	1	8	7	39	0	0	5	4	17	4	0	0	17	0	2	2	6	15	14	31	36	0	2	8	40	71
LT934125.1	-	93459	93245	NOV_TX_4583	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	19	0	0	4	8	4
LT934125.1	-	93580	93245	NOV_TX_4592	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0
LT934125.1	-	93654	93245	NOV_TX_4595	0	22	0	0	0	0	6	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	5	0	81	0	0	14	46	47
LT934125.1	-	93732	92069	NOV_TX_4602	0	9	0	0	0	0	0	1	0	0	0	0	1	0	0	0	5	0	0	0	0	1	2	0	4	0	0	0	0	3
LT934125.1	-	93957	92069	NOV_TX_4612	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	2	0	0	0	0	1
LT934125.1	-	93980	92069	NOV_TX_4613	0	8	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	1
LT934125.1	-	94108	92069	NOV_TX_4616	0	9	0	0	0	1	3	2	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	3	0	0	0	0	1
LT934125.1	-	94197	92069	NOV_TX_4619	0	8	0	0	0	1	0	5	0	0	0	0	1	0	0	0	7	0	0	0	0	0	3	0	3	0	0	2	0	1
LT934125.1	-	94338	92069	NOV_TX_4623	0	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	2	0	0	0	0	5	1	0	0	0	0	1	0	0
LT934125.1	-	94947	92069	NOV_TX_4643	0	221	0	5	1	19	62	248	0	1	7	7	110	0	0	1	131	2	0	1	27	106	47	1	370	0	5	49	199	513
LT934125.1	-	94947	93245	NOV_TX_4644	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	30	0	0	2	14	29
LT934125.1	-	95976	95889	NOV_TX_4652	0	9	0	0	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	1	0	0	0	5	3	2	3
LT934125.1	-	96042	95889	NOV_TX_4655	0	81	3	2	0	2	48	10	1	2	0	6	5	0	1	0	58	0	0	3	7	23	57	0	14	3	31	48	82	73
LT934125.1	-	96073	95889	NOV_TX_4657	0	0	0	0	0	7	0	0	0	0	0	0	47	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0
LT934125.1	-	96090	95889	NOV_TX_4658	0	167	8	7	3	0	91	49	6	5	4	14	0	0	0	4	158	8	3	9	0	88	92	0	37	2	40	107	189	230
LT934125.1	-	96118	95889	NOV_TX_4660	0	0	0	0	8	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0
LT934125.1	-	96145	95892	NOV_TX_4662	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
LT934125.1	-	96195	95889	NOV_TX_4665	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	373	0
LT934125.1	-	96240	95889	NOV_TX_4666	0	69	2	1	2	4	39	65	0	5	12	15	38	0	0	2	70	0	6	5	5	21	29	0	14	0	22	34	65	93
LT934125.1	-	96302	95889	NOV_TX_4668	0	217	2	4	8	15	114	301	4	18	28	67	138	0	0	2	178	12	11	13	17	95	92	0	52	9	62	196	279	275
LT934125.1	-	96351	95889	NOV_TX_4670	0	6	0	0	0	2	3	8	0	1	1	0	1	0	0	0	5	0	0	0	0	3	1	0	0	0	2	4	8	5
LT934125.1	-	96388	95889	NOV_TX_4673	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	16	0	0	71	0	0	0	54	0	277	253
LT934125.1	-	96423	95889	NOV_TX_4674	0	0	0	1	0	1	0	0	0	0	27	37	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0
LT934125.1	-	96453	95889	NOV_TX_4676	0	0	0	1	0	4	0	0	1	5	0	0	0	0	0	0	79	3	0	0	0	0	0	0	17	2	0	0	0	0
LT934125.1	-	96470	95889	NOV_TX_4678	0	0	0	0	0	0	99	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	96544	95892	NOV_TX_4683	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
LT934125.1	-	96598	95889	NOV_TX_4685	0	168	1	4	0	16	36	153	1	5	3	19	43	0	0	1	62	1	1	1	8	27	28	0	60	0	6	20	71	85
LT934125.1	-	96670	95892	NOV_TX_4690	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
LT934125.1	-	96732	95889	NOV_TX_4693	0	207	12	5	2	6	110	320	6	9	27	50	154	0	0	4	198	6	7	14	24	69	140	0	39	5	92	121	0	305
LT934125.1	-	96783	95889	NOV_TX_4696	0	17	0	1	0	1	9	26	0	0	0	8	9	0	0	2	10	0	0	4	0	3	4	0	3	1	7	9	24	0
LT934125.1	-	96840	95892	NOV_TX_4699	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
LT934125.1	-	96978	95889	NOV_TX_4703	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0
LT934125.1	-	97022	95889	NOV_TX_4705	0	69	2	2	0	0	79	0	0	1	3	0	0	0	0	0	23	1	0	0	5	0	0	0	3	2	0	13	26	0
LT934125.1	-	97126	95889	NOV_TX_4709	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	1	0	0	2	142
LT934125.1	-	97175	95889	NOV_TX_4710	0	31	0	0	0	4	13	28	0	0	0	4	0	0	0	0	9	1	0	0	0	1	7	0	3	1	0	5	12	18
LT934125.1	-	97216	95889	NOV_TX_4713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	1	0	0	0	0	0
LT934125.1	-	98415	95889	NOV_TX_4728	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	3	1
LT934125.1	-	102485	102361	NOV_TX_4732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	97	0	122	0	906
LT934125.1	-	102514	102361	NOV_TX_4733	0	0	3	1	5	10	144	66	1	0	3	17	22	5	0	0	0	0	4	5	36	171	0	4	272	0	79	0	368	0
LT934125.1	-	102546	102361	NOV_TX_4734	0	741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	808	12	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	-	102611	102361	NOV_TX_4736	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	33	0	0
