seqnames	strand	TSS	TES	NOV_TX_ID	C6_dRNA	C6_dcDNA_12h	C6_dcDNA_1h	C6_dcDNA_2h	C6_dcDNA_4h	C6_dcDNA_6h	C6_dcDNA_8h	NRK_dcDNA_12h	NRK_dcDNA_1h	NRK_dcDNA_2h	NRK_dcDNA_4h	NRK_dcDNA_6h	NRK_dcDNA_8h	PC_12_dRNA	PC_12_dcDNA_0.5h	PC_12_dcDNA_1.5h	PC_12_dcDNA_12h	PC_12_dcDNA_1h	PC_12_dcDNA_2.5h	PC_12_dcDNA_2h	PC_12_dcDNA_4h	PC_12_dcDNA_6h	PC_12_dcDNA_8h	PK_15_dRNA	PK_15_dcDNA_12h	PK_15_dcDNA_1h	PK_15_dcDNA_2h	PK_15_dcDNA_4h	PK_15_dcDNA_6h	PK_15_dcDNA_8h
LT934125.1	+	81986	86167	NOV_TX_1855	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	83792	86167	NOV_TX_1866	0	4	0	0	0	0	1	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	2
LT934125.1	+	84070	86167	NOV_TX_1868	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0
LT934125.1	+	84701	86167	NOV_TX_1884	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
LT934125.1	+	84807	86167	NOV_TX_1887	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
LT934125.1	+	85085	86167	NOV_TX_1896	0	7	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1
LT934125.1	+	85557	86167	NOV_TX_1909	0	7	0	0	0	0	1	25	0	0	0	1	3	0	0	0	10	0	0	0	0	2	9	2	4	0	3	0	0	5
LT934125.1	+	85701	86167	NOV_TX_1913	0	31	0	0	0	0	5	0	0	0	0	3	8	1	0	0	0	0	0	1	2	10	22	8	11	0	0	1	13	24
LT934125.1	+	85761	86167	NOV_TX_1915	0	4	0	1	0	1	1	7	0	0	0	0	4	0	0	0	13	0	0	0	0	0	5	0	4	0	0	1	1	8
LT934125.1	+	85839	86167	NOV_TX_1918	1	55	1	1	1	3	26	63	2	3	0	4	23	1	0	0	86	0	0	0	1	17	0	4	43	0	4	16	27	81
LT934125.1	+	85866	86167	NOV_TX_1919	0	27	0	1	0	1	3	8	0	0	1	1	6	2	0	0	11	0	1	1	1	2	7	7	7	0	0	2	4	14
LT934125.1	+	85940	86167	NOV_TX_1921	0	35	0	0	1	1	4	10	0	0	0	0	7	1	0	1	45	0	0	0	2	9	0	1	10	0	4	0	14	19
LT934125.1	+	86049	86167	NOV_TX_1924	0	27	0	0	0	0	0	1	0	0	0	0	1	1	0	0	15	0	0	1	1	4	16	2	9	0	9	2	5	16
LT934125.1	+	88155	92059	NOV_TX_1930	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
LT934125.1	+	88883	91559	NOV_TX_1932	0	1	0	0	2	0	0	4	0	0	0	1	1	0	0	0	2	1	0	0	0	2	0	0	5	0	0	0	3	2
LT934125.1	+	88883	92059	NOV_TX_1934	0	18	2	2	4	12	3	47	0	0	0	2	17	0	0	0	11	2	1	2	3	11	9	0	32	0	2	2	7	37
LT934125.1	+	90249	92059	NOV_TX_1974	0	1	0	0	0	1	0	2	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	90530	92059	NOV_TX_1983	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	90617	92059	NOV_TX_1985	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	1
LT934125.1	+	90998	92059	NOV_TX_2003	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	3
LT934125.1	+	91084	92059	NOV_TX_2005	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LT934125.1	+	91143	92059	NOV_TX_2008	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
LT934125.1	+	91470	92059	NOV_TX_2024	1	25	0	0	1	0	9	12	0	0	2	1	6	0	0	0	14	0	0	0	3	3	3	3	11	0	1	2	8	5
LT934125.1	+	91647	92059	NOV_TX_2027	0	2	0	0	0	0	10	3	0	0	0	0	1	0	0	0	8	0	1	1	1	1	0	0	3	0	0	0	2	5
LT934125.1	+	91788	92059	NOV_TX_2031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	38	0	0	0	0	0	0	0
LT934125.1	+	91915	92059	NOV_TX_2035	0	23	0	0	0	0	4	2	0	0	0	1	1	1	0	0	11	0	0	0	3	14	6	0	2	0	0	3	3	8
LT934125.1	+	101918	102422	NOV_TX_2050	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LT934125.1	+	107309	108829	NOV_TX_2070	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	5	0	0	0	0	1	3	2	17	0	0	0	3	9
LT934125.1	+	107615	108829	NOV_TX_2098	1	14	0	0	1	2	14	36	0	0	0	1	2	0	0	0	46	0	0	0	1	13	10	5	281	0	2	12	45	91
LT934125.1	+	107646	108829	NOV_TX_2104	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	21	0	0	0	0	0	0	2	0	0	0	0	0	0
LT934125.1	+	107668	108829	NOV_TX_2105	0	7	0	0	0	0	4	21	0	0	1	0	1	0	0	0	11	0	0	0	1	3	4	3	42	0	1	1	16	27
LT934125.1	+	107786	108829	NOV_TX_2111	0	0	0	0	0	1	0	7	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	1	2	0	0	1	2	3
LT934125.1	+	107882	108829	NOV_TX_2124	1	24	0	0	1	2	20	53	0	0	2	4	18	2	0	0	132	0	0	0	5	18	29	11	0	0	3	21	87	0
LT934125.1	+	108053	108829	NOV_TX_2136	0	9	0	0	0	3	0	0	0	0	3	4	18	1	0	0	35	0	0	0	0	17	23	8	96	0	1	0	60	80
LT934125.1	+	108228	108829	NOV_TX_2145	1	9	0	0	0	1	9	17	0	0	0	8	5	1	0	0	134	0	0	0	2	6	15	5	40	0	5	0	149	50
LT934125.1	+	108305	108829	NOV_TX_2148	5	41	0	0	1	3	30	186	0	0	4	20	0	8	0	0	116	0	0	0	24	63	30	29	339	0	2	26	0	0
LT934125.1	+	108402	108829	NOV_TX_2152	0	15	0	0	1	0	0	3	0	0	0	1	2	0	0	0	85	1	0	0	3	2	2	3	7	0	1	11	5	3
LT934125.1	+	108450	108829	NOV_TX_2153	0	13	0	0	0	1	7	9	0	0	1	2	1	1	0	0	31	1	0	0	2	5	10	3	43	0	0	11	30	39
LT934125.1	+	108572	108829	NOV_TX_2155	0	34	0	0	1	2	17	39	0	0	1	11	9	0	0	0	141	0	0	1	8	27	30	5	198	0	0	28	121	162
LT934125.1	+	108666	108829	NOV_TX_2157	0	0	0	0	0	2	36	0	0	0	2	0	10	2	0	0	0	0	0	0	20	66	0	6	0	0	0	0	227	322
LT934125.1	+	114984	115213	NOV_TX_2195	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	6	0	0	0	0	0	0	0	3	0	0	1	2	5
LT934125.1	+	114984	115518	NOV_TX_2166	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	4	0	0
LT934125.1	+	114984	115528	NOV_TX_2180	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	19	33
LT934125.1	+	114984	116629	NOV_TX_2167	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	5
LT934125.1	+	115478	115722	NOV_TX_2220	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	115478	116441	NOV_TX_2212	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	4	0	0	1	2	1
LT934125.1	+	115478	116629	NOV_TX_2209	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	2	0	15	0	0	0	0	8
LT934125.1	+	115478	116633	NOV_TX_2215	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	22	0
LT934125.1	+	115478	116732	NOV_TX_2211	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	4	0	0	0	0	1	9	23
LT934125.1	+	115703	116962	NOV_TX_2246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	24	0	0
LT934125.1	+	115741	116565	NOV_TX_2254	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1
LT934125.1	+	115741	116633	NOV_TX_2259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	6	0
LT934125.1	+	115741	116732	NOV_TX_2253	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	1	3
LT934125.1	+	115784	116962	NOV_TX_2260	0	5	0	0	0	0	1	4	0	0	1	1	1	0	0	0	6	0	0	0	1	1	3	0	6	0	0	5	2	2
LT934125.1	+	115819	116441	NOV_TX_2261	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	2	0	0	0	9	8
LT934125.1	+	115819	116565	NOV_TX_2270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6
LT934125.1	+	115819	116629	NOV_TX_2262	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	12	0	0	4	0	18
LT934125.1	+	115819	116633	NOV_TX_2266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	37	0
LT934125.1	+	115819	116669	NOV_TX_2263	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	12	0	0	2	0	0
LT934125.1	+	115819	116674	NOV_TX_2267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	8	8
LT934125.1	+	115819	116732	NOV_TX_2265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	2	4	28
LT934125.1	+	115819	116962	NOV_TX_2271	0	132	0	0	3	8	43	0	0	2	2	27	54	0	0	0	124	0	0	0	14	53	28	0	120	0	5	26	172	215
LT934125.1	+	115843	116441	NOV_TX_2274	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0
LT934125.1	+	115843	116629	NOV_TX_2275	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	115843	116669	NOV_TX_2276	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	1	0	0
LT934125.1	+	115843	116962	NOV_TX_2273	0	53	1	0	1	0	16	187	0	0	0	0	6	0	0	0	25	0	2	2	3	6	5	0	35	0	0	8	8	6
LT934125.1	+	115919	116629	NOV_TX_2295	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
LT934125.1	+	115919	116962	NOV_TX_2293	0	0	0	0	0	16	47	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	34	0	0	0	2	0	0	0
LT934125.1	+	115963	116441	NOV_TX_2301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	1	2
LT934125.1	+	115963	116629	NOV_TX_2302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	2	0	0	1	0	7
LT934125.1	+	115963	116962	NOV_TX_2309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	6	0	0	0	0	81	0	0	16	121	143
LT934125.1	+	116019	116441	NOV_TX_2322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	5	0	0	2	0	0
LT934125.1	+	116019	116629	NOV_TX_2327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	9	0	0	1	0	0
LT934125.1	+	116019	116962	NOV_TX_2325	0	0	1	0	0	0	0	0	0	1	4	0	0	0	0	0	83	0	5	2	17	106	0	0	96	0	0	16	0	0
LT934125.1	+	116071	116629	NOV_TX_2337	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	3	0	0	3	0	3
LT934125.1	+	116071	116732	NOV_TX_2339	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	21
LT934125.1	+	116152	116962	NOV_TX_2363	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0
LT934125.1	+	116176	116962	NOV_TX_2366	0	0	0	0	2	26	137	0	0	1	0	0	0	0	0	0	127	0	5	0	5	0	0	0	0	0	0	0	0	0
LT934125.1	+	116226	116669	NOV_TX_2381	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	2	0	0	0	0	0
LT934125.1	+	116277	116441	NOV_TX_2388	0	9	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	2	13	9
LT934125.1	+	116316	116629	NOV_TX_2404	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	15	0	0	0	2	0	3	0	16	0	0	0	0	9
LT934125.1	+	116316	116669	NOV_TX_2405	0	13	0	0	0	0	4	0	0	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0	29	0	0	0	0	0
LT934125.1	+	116376	116962	NOV_TX_2435	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	393	0	0	0	0	0	0	0	274	0	29	0	1011	0
LT934125.1	+	116403	116669	NOV_TX_2439	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	116427	116565	NOV_TX_2447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	2
LT934125.1	+	116474	116732	NOV_TX_2461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	1	0	0	0	0	0	0	0	2	0	0
LT934125.1	+	116600	116732	NOV_TX_2494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	8	0	0	0	0	7	0	0
LT934125.1	+	116600	116962	NOV_TX_2491	0	0	0	10	0	0	0	2646	0	0	0	944	0	0	0	0	1716	21	33	0	0	0	939	0	0	0	88	484	0	0
LT934125.1	+	116628	116962	NOV_TX_2499	0	0	0	0	4	127	0	0	0	0	175	0	0	0	0	8	0	0	0	0	0	1134	0	0	0	0	0	0	3841	0
LT934125.1	+	116674	116962	NOV_TX_2501	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
LT934125.1	+	117441	120477	NOV_TX_2511	1	1	0	0	0	0	0	4	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
LT934125.1	+	117887	120477	NOV_TX_2522	0	8	0	0	0	2	2	13	0	0	0	0	0	0	0	0	2	0	0	0	0	1	2	2	3	0	0	1	0	0
LT934125.1	+	118112	120477	NOV_TX_2533	0	6	0	0	0	0	2	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	5
LT934125.1	+	118386	120477	NOV_TX_2544	0	5	0	0	0	1	4	6	0	0	0	0	4	0	0	0	1	0	0	1	1	1	3	1	2	0	0	0	1	11
LT934125.1	+	118444	120477	NOV_TX_2545	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	1
LT934125.1	+	118517	120477	NOV_TX_2546	0	25	0	0	1	2	8	16	0	0	0	3	9	1	0	0	31	0	0	2	2	1	19	3	26	0	2	2	14	34
LT934125.1	+	118716	120477	NOV_TX_2552	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1
LT934125.1	+	118792	120477	NOV_TX_2554	0	5	0	0	1	0	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	5	0	0	0	2	14
LT934125.1	+	118864	119923	NOV_TX_2556	0	18	1	1	3	3	5	15	0	0	0	5	5	0	0	0	55	1	0	1	6	20	12	0	101	0	0	2	24	59
LT934125.1	+	118864	120404	NOV_TX_2557	0	6	0	0	1	9	1	12	0	0	0	0	2	0	0	0	7	0	0	1	2	12	1	0	21	0	0	0	4	19
LT934125.1	+	118864	120477	NOV_TX_2560	31	9908	56	59	172	669	1927	5960	13	27	182	677	1254	137	3	25	7063	32	84	137	493	1894	2291	753	21768	8	145	759	4606	18043
LT934125.1	+	118864	122915	NOV_TX_2562	0	26	1	0	0	1	2	17	0	0	0	1	21	1	0	0	7	0	0	0	0	0	4	5	32	0	0	0	3	34
LT934125.1	+	118864	125230	NOV_TX_2563	0	2	1	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LT934125.1	+	118864	126151	NOV_TX_2564	0	1	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LT934125.1	+	118910	120477	NOV_TX_2565	3	965	2	0	2	9	166	225	1	3	2	24	58	36	0	0	246	0	2	2	27	139	68	172	561	0	6	53	249	411
LT934125.1	+	119110	120477	NOV_TX_2575	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	61	0	11	0	0	1	0	0	397
LT934125.1	+	119221	120477	NOV_TX_2579	2	0	0	0	6	0	0	0	0	1	0	0	0	6	0	0	0	0	1	0	0	0	0	33	0	1	1	3	0	0
LT934125.1	+	119266	120477	NOV_TX_2582	4	577	1	2	7	0	181	477	0	3	0	0	181	21	0	1	927	0	1	0	0	0	0	57	1081	0	6	50	0	976
LT934125.1	+	119344	120477	NOV_TX_2585	4	108	0	0	0	3	19	55	0	0	0	6	24	6	0	0	105	1	1	1	6	24	37	52	179	0	2	13	52	109
LT934125.1	+	119436	120477	NOV_TX_2588	4	182	1	1	0	5	26	86	0	1	4	15	0	17	0	0	198	0	3	3	9	49	63	56	196	0	4	14	83	169
LT934125.1	+	119564	120477	NOV_TX_2594	1	708	1	0	4	33	164	380	1	0	14	65	135	18	0	1	951	2	5	13	35	192	265	97	888	1	13	0	344	925
LT934125.1	+	119646	122915	NOV_TX_2601	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	119692	120477	NOV_TX_2602	4	1	1	0	3	16	12	239	0	1	1	5	83	7	0	0	2	1	2	2	30	142	25	54	627	0	2	63	223	482
LT934125.1	+	119714	120477	NOV_TX_2604	5	447	2	1	0	0	70	0	0	1	8	20	0	23	0	1	447	3	0	3	0	0	84	105	0	0	4	0	0	0
LT934125.1	+	119871	120477	NOV_TX_2614	2	499	3	2	3	18	129	584	0	2	17	49	173	28	0	4	725	1	6	9	24	105	204	147	889	1	9	54	251	827
LT934125.1	+	119943	122915	NOV_TX_2618	0	1	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
LT934125.1	+	119971	120477	NOV_TX_2620	0	0	0	0	0	3	0	0	0	1	0	0	0	10	0	0	0	0	0	1	0	0	0	58	0	0	2	30	0	0
LT934125.1	+	120081	120477	NOV_TX_2626	7	938	0	4	3	0	342	1217	0	8	0	0	0	27	0	0	1341	0	0	0	0	475	671	125	1637	2	20	99	1190	2649
LT934125.1	+	120132	120477	NOV_TX_2630	4	376	0	1	2	0	0	0	1	2	0	0	0	18	0	0	707	0	0	0	29	0	0	71	855	0	5	72	0	0
LT934125.1	+	120132	122915	NOV_TX_2631	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LT934125.1	+	120211	120477	NOV_TX_2636	1	193	2	0	3	5	56	209	1	0	4	27	52	14	0	0	199	0	1	3	19	45	90	54	248	1	11	32	107	312
LT934125.1	+	120256	120477	NOV_TX_2641	10	1172	0	7	9	14	209	402	0	2	14	95	127	16	0	1	1278	4	4	7	0	256	0	72	1759	0	18	0	650	1607
LT934125.1	+	120716	122915	NOV_TX_2660	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LT934125.1	+	120802	122915	NOV_TX_2664	0	6	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	1
LT934125.1	+	120934	122915	NOV_TX_2667	0	18	0	1	0	4	6	12	0	0	0	2	6	0	0	0	9	0	1	0	1	5	3	4	18	0	0	1	10	13
LT934125.1	+	121269	122915	NOV_TX_2681	0	15	0	0	0	1	0	4	0	0	0	0	2	1	0	0	2	0	0	0	0	1	0	0	16	0	0	0	1	8
LT934125.1	+	121424	122915	NOV_TX_2688	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LT934125.1	+	121715	126151	NOV_TX_2703	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LT934125.1	+	121784	122915	NOV_TX_2712	0	1326	8	7	18	189	336	1585	1	3	23	129	416	31	0	4	1107	3	12	18	114	603	367	200	3932	1	32	298	1342	3454
LT934125.1	+	121784	125230	NOV_TX_2713	0	22	1	0	1	0	7	21	0	0	0	0	12	0	0	0	5	0	0	0	0	1	5	0	26	0	0	1	10	49
LT934125.1	+	121784	126151	NOV_TX_2714	0	32	0	0	2	4	2	49	0	0	3	0	21	0	0	0	5	0	0	0	0	1	5	0	29	0	0	1	7	30
LT934125.1	+	121901	122915	NOV_TX_2720	0	171	1	0	1	0	0	86	0	0	1	0	27	4	0	0	147	0	1	0	0	0	0	32	0	0	4	8	95	0
LT934125.1	+	121925	122915	NOV_TX_2723	0	0	0	0	0	4	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0
LT934125.1	+	122028	122915	NOV_TX_2725	0	95	0	0	1	4	0	134	0	0	2	8	33	5	0	0	100	0	1	0	5	33	0	19	196	0	0	18	0	0
LT934125.1	+	122118	122915	NOV_TX_2729	0	27	0	0	0	0	3	20	0	0	0	9	11	5	0	0	20	0	0	0	1	6	9	21	39	0	0	2	17	24
LT934125.1	+	122258	122915	NOV_TX_2740	0	0	0	0	0	0	0	433	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	181	0	0	14	0	0
LT934125.1	+	122302	125230	NOV_TX_2746	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	2
LT934125.1	+	122302	126151	NOV_TX_2747	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2
LT934125.1	+	122404	122915	NOV_TX_2751	0	88	0	0	0	7	9	77	0	1	0	20	21	6	0	0	120	0	0	0	1	26	30	23	140	1	3	9	50	93
LT934125.1	+	122521	122915	NOV_TX_2763	0	95	0	1	1	4	26	0	0	1	5	11	24	10	0	0	147	2	0	2	8	40	39	43	326	0	2	12	101	138
LT934125.1	+	122575	122915	NOV_TX_2766	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1185	0	0	0	400	839
LT934125.1	+	122610	126151	NOV_TX_2770	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	122731	122915	NOV_TX_2782	0	137	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0
LT934125.1	+	122922	125230	NOV_TX_2787	0	10	1	0	0	3	2	13	0	0	1	0	7	2	0	0	6	0	0	2	0	3	1	3	10	0	1	2	12	37
LT934125.1	+	122922	126151	NOV_TX_2788	0	10	0	0	0	2	0	5	1	0	0	1	8	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	2	5
LT934125.1	+	122979	124808	NOV_TX_2791	0	8	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	10	0	0	2	1	9
LT934125.1	+	122979	125131	NOV_TX_2792	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	7	0	0	0	0	1
LT934125.1	+	123036	125230	NOV_TX_2793	0	39	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	123036	126151	NOV_TX_2794	0	48	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	123048	125230	NOV_TX_2795	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	1	2	5	5	1	16	0	0	4	7	13
LT934125.1	+	123048	126151	NOV_TX_2796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	2	6	0	0	0	3	5
LT934125.1	+	123059	125230	NOV_TX_2797	0	0	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	123059	126151	NOV_TX_2798	0	0	0	0	0	0	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	123098	125230	NOV_TX_2799	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
LT934125.1	+	123254	126151	NOV_TX_2804	0	1	0	0	0	1	0	6	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0
LT934125.1	+	123278	125230	NOV_TX_2805	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
LT934125.1	+	123447	125230	NOV_TX_2817	0	3	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	2	0	1	1	0	0	0	2	1	4
LT934125.1	+	123468	126151	NOV_TX_2820	0	7	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LT934125.1	+	123528	125230	NOV_TX_2825	0	0	0	0	1	0	0	3	0	0	0	0	1	0	0	0	4	0	0	0	0	0	1	1	1	0	0	0	0	5
