gene	Kinetic_class	hpi	Time	cell_line	group	mean	sd	varcoeff	cluster
UL17-16	L	8h	8	PK-15	PK-15_dcDNA_8h	0.000347731032996305	4.36929030997165e-05	0.125651434452733	
UL20-19-18	L	0.5h	0.5	PC-12	PC-12_dcDNA_0.5h	0	0		
UL20-19-18	L	1.5h	1.5	PC-12	PC-12_dcDNA_1.5h	0.0137664071539468	0.00738820442586053	0.536683561893804	
UL20-19-18	L	12h	12	C6	C6_dcDNA_12h	0.0265459058163189	0.00236680490627859	0.0891589431023901	
UL20-19-18	L	12h	12	NRK	NRK_dcDNA_12h	0.023457615008655	0.00215795020869207	0.0919935896251972	
UL20-19-18	L	12h	12	PC-12	PC-12_dcDNA_12h	0.0223812129156066	0.00221727354047143	0.0990685155818926	
UL20-19-18	L	12h	12	PK-15	PK-15_dcDNA_12h	0.0209641744310305	0.00177333054086999	0.0845886179159606	
UL20-19-18	L	1h	1	C6	C6_dcDNA_1h	0.0105188585298429	0.00587080488940377	0.558121860156952	
UL20-19-18	L	1h	1	NRK	NRK_dcDNA_1h	0.0142126392126392	0.0177375885844344	1.24801511661961	
UL20-19-18	L	1h	1	PC-12	PC-12_dcDNA_1h	0.00918883057323715	0.00186500511542719	0.202964359889178	
UL20-19-18	L	1h	1	PK-15	PK-15_dcDNA_1h	0.0011454753722795	0.00198402154360696	1.73205080756888	
